time,acceleration
66775.601,-0.457330944
66775.621,-0.45706649
66775.641,-0.443011439
66775.661,-0.456075844
66775.681,-0.467144435
66775.701,-0.453947157
66775.721,-0.438803384
66775.741,-0.468740732
66775.761,-0.480950045
66775.781,-0.459156285
66775.801,-0.45497938
66775.821,-0.444814512
66775.841,-0.441815448
66775.861,-0.472700103
66775.881,-0.461072058
66775.901,-0.448582871
66775.921,-0.472388236
66775.941,-0.461714099
66775.961,-0.45463954
66775.981,-0.445671566
66776.001,-0.458128547
66776.021,-0.462329552
66776.041,-0.45965875
66776.061,-0.449614896
66776.081,-0.441134063
66776.101,-0.455328477
66776.121,-0.447782722
66776.141,-0.455768344
66776.161,-0.459394237
66776.181,-0.442757697
66776.201,-0.448499279
66776.221,-0.452428392
66776.241,-0.440313087
66776.261,-0.441221537
66776.281,-0.453294048
66776.301,-0.460144647
66776.321,-0.459579912
66776.341,-0.447289565
66776.361,-0.443737775
66776.381,-0.465820226
66776.401,-0.471171619
66776.421,-0.449861348
66776.441,-0.45276275
66776.461,-0.453531233
66776.481,-0.477327044
66776.501,-0.465745851
66776.521,-0.437342776
66776.541,-0.437011225
66776.56099,-0.465818344
66776.581,-0.466199915
66776.601,-0.44233836
66776.621,-0.441216948
66776.641,-0.453340841
66776.661,-0.462733977
66776.681,-0.464264559
66776.701,-0.447109293
66776.721,-0.44665557
66776.741,-0.474965549
66776.761,-0.469145149
66776.781,-0.464122757
66776.801,-0.444655369
66776.821,-0.441522514
66776.841,-0.460168406
66776.861,-0.447121143
66776.881,-0.438275128
66776.901,-0.443795894
66776.921,-0.458069367
66776.941,-0.462387374
66776.961,-0.456712073
66776.981,-0.432389496
66777.001,-0.430239069
66777.021,-0.470652862
66777.041,-0.46102219
66777.061,-0.443230588
66777.081,-0.458121645
66777.101,-0.45997255
66777.121,-0.459548086
66777.141,-0.444816754
66777.161,-0.435797478
66777.181,-0.438868411
66777.201,-0.456339188
66777.221,-0.468897676
66777.241,-0.445134031
66777.261,-0.452797719
66777.281,-0.445693795
66777.301,-0.460599051
66777.321,-0.456426883
66777.341,-0.430495046
66777.361,-0.439643756
66777.381,-0.46274556
66777.401,-0.451731019
66777.421,-0.438407776
66777.441,-0.448306386
66777.461,-0.454237608
66777.481,-0.470190528
66777.501,-0.450986246
66777.521,-0.436282895
66777.541,-0.457222476
66777.561,-0.456676434
66777.581,-0.455737755
66777.601,-0.436943452
66777.621,-0.445047763
66777.641,-0.449016572
66777.661,-0.449067824
66777.68101,-0.442087688
66777.701,-0.440013492
66777.721,-0.439048794
66777.741,-0.448908352
66777.761,-0.453742314
66777.781,-0.440004641
66777.801,-0.436745746
66777.821,-0.450495093
66777.841,-0.467140851
66777.861,-0.460919254
66777.881,-0.44086304
66777.901,-0.43908771
66777.921,-0.454678524
66777.941,-0.451580771
66777.961,-0.450964345
66777.981,-0.452224287
66778.001,-0.451206366
66778.021,-0.46446261
66778.041,-0.459691085
66778.061,-0.432730705
66778.081,-0.447989861
66778.101,-0.457669822
66778.121,-0.475779634
66778.141,-0.461960847
66778.161,-0.445591248
66778.181,-0.451729432
66778.201,-0.462487838
66778.221,-0.44771392
66778.241,-0.435341168
66778.261,-0.447766877
66778.281,-0.452207637
66778.301,-0.446648311
66778.321,-0.45680851
66778.341,-0.428427633
66778.361,-0.442669239
66778.381,-0.470678113
66778.401,-0.448869107
66778.421,-0.434322552
66778.441,-0.447356061
66778.461,-0.469018886
66778.481,-0.458871104
66778.501,-0.448610254
66778.521,-0.444695916
66778.541,-0.443475349
66778.561,-0.445945437
66778.581,-0.440430435
66778.601,-0.438834463
66778.621,-0.445830746
66778.641,-0.442646367
66778.661,-0.46335927
66778.681,-0.444740801
66778.701,-0.437680368
66778.721,-0.45399815
66778.741,-0.455936016
66778.761,-0.446125646
66778.781,-0.442144104
66778.801,-0.437225735
66778.821,-0.446134394
66778.841,-0.462805003
66778.861,-0.449158424
66778.881,-0.447586536
66778.901,-0.459848478
66778.921,-0.466981832
66778.941,-0.466387585
66778.961,-0.445836094
66778.981,-0.437756084
66779.001,-0.452523303
66779.021,-0.467824032
66779.041,-0.441821805
66779.061,-0.429843232
66779.081,-0.44256383
66779.101,-0.463883652
66779.121,-0.450923124
66779.141,-0.448284334
66779.161,-0.460721038
66779.181,-0.457891388
66779.201,-0.463022207
66779.221,-0.4525523
66779.241,-0.43761072
66779.261,-0.449232993
66779.281,-0.458634447
66779.301,-0.456304139
66779.321,-0.447540965
66779.341,-0.440496766
66779.361,-0.448503798
66779.381,-0.46439309
66779.401,-0.465367625
66779.421,-0.441425489
66779.441,-0.438789074
66779.461,-0.44602623
66779.481,-0.456957286
66779.501,-0.456339736
66779.521,-0.438895067
66779.541,-0.444388903
66779.561,-0.476351492
66779.581,-0.4417485
66779.601,-0.453396761
66779.621,-0.453874235
66779.641,-0.455539064
66779.661,-0.459440571
66779.681,-0.44003601
66779.701,-0.438444216
66779.721,-0.447896611
66779.741,-0.463406654
66779.761,-0.455095397
66779.781,-0.445057556
66779.801,-0.438273956
66779.821,-0.445427588
66779.841,-0.455374474
66779.861,-0.459076609
66779.881,-0.446525088
66779.901,-0.447551241
66779.921,-0.456933058
66779.941,-0.436205713
66779.961,-0.442285972
66779.981,-0.452196164
66780.001,-0.46089459
66780.021,-0.453994476
66780.041,-0.457064695
66780.061,-0.437761915
66780.081,-0.440149378
66780.101,-0.446682461
66780.121,-0.452674463
66780.141,-0.451593311
66780.161,-0.437984901
66780.181,-0.452212911
66780.201,-0.454947594
66780.221,-0.446512869
66780.241,-0.455659978
66780.261,-0.453182297
66780.281,-0.458248488
66780.301,-0.456967686
66780.321,-0.449793457
66780.341,-0.438717859
66780.361,-0.45174453
66780.381,-0.463872903
66780.401,-0.448956795
66780.421,-0.446520766
66780.441,-0.453883391
66780.461,-0.459433848
66780.481,-0.458638565
66780.501,-0.45127812
66780.521,-0.448406916
66780.541,-0.458425669
66780.561,-0.466392668
66780.581,-0.446457117
66780.601,-0.428632876
66780.621,-0.439000652
66780.641,-0.460520274
66780.661,-0.451644288
66780.681,-0.440109198
66780.701,-0.455478075
66780.721,-0.441079442
66780.741,-0.444969896
66780.761,-0.458573573
66780.781,-0.45276974
66780.801,-0.460438923
66780.821,-0.453375966
66780.841,-0.446908625
66780.861,-0.448011777
66780.881,-0.461528579
66780.901,-0.457329477
66780.921,-0.452960972
66780.941,-0.445202733
66780.961,-0.450862381
66780.981,-0.453383143
66781.001,-0.447071177
66781.021,-0.441771248
66781.041,-0.443168386
66781.061,-0.448624935
66781.081,-0.441658461
66781.101,-0.437237365
66781.121,-0.441374635
66781.141,-0.446410407
66781.161,-0.451328637
66781.181,-0.464812801
66781.201,-0.447894544
66781.221,-0.435556141
66781.241,-0.455976457
66781.261,-0.463493376
66781.281,-0.450379053
66781.301,-0.440011612
66781.321,-0.438520757
66781.341,-0.461280733
66781.361,-0.469841222
66781.38099,-0.441074497
66781.401,-0.437338877
66781.421,-0.45009311
66781.441,-0.458002758
66781.461,-0.459027016
66781.481,-0.443017265
66781.501,-0.440440185
66781.521,-0.456507865
66781.541,-0.45866397
66781.561,-0.459704888
66781.581,-0.454016877
66781.601,-0.449249431
66781.621,-0.464252871
66781.641,-0.45890697
66781.661,-0.448195521
66781.681,-0.449162332
66781.701,-0.463972611
66781.721,-0.447937467
66781.741,-0.43546391
66781.761,-0.442908421
66781.781,-0.440075264
66781.801,-0.450748834
66781.821,-0.451098385
66781.841,-0.424594442
66781.861,-0.427429389
66781.881,-0.460179787
66781.901,-0.464101864
66781.921,-0.444500188
66781.941,-0.43193414
66781.961,-0.445871509
66781.981,-0.445834394
66782.001,-0.446490234
66782.021,-0.431041027
66782.041,-0.437585499
66782.061,-0.448130976
66782.081,-0.440473211
66782.101,-0.436990468
66782.121,-0.44410279
66782.141,-0.441244356
66782.161,-0.439599662
66782.181,-0.462547766
66782.201,-0.446340833
66782.221,-0.446914377
66782.241,-0.448795488
66782.261,-0.462127757
66782.281,-0.46710291
66782.301,-0.445232134
66782.321,-0.444328496
66782.341,-0.462003895
66782.361,-0.459461395
66782.381,-0.452747112
66782.401,-0.463462441
66782.421,-0.456132838
66782.441,-0.458650539
66782.461,-0.458790279
66782.481,-0.440667159
66782.50101,-0.447327341
66782.521,-0.46438206
66782.541,-0.444419124
66782.561,-0.436276685
66782.581,-0.447037932
66782.601,-0.44504249
66782.621,-0.442657422
66782.641,-0.443535236
66782.661,-0.440230178
66782.681,-0.425554551
66782.701,-0.445175188
66782.721,-0.432528083
66782.741,-0.421677624
66782.761,-0.431189947
66782.781,-0.440742676
66782.801,-0.441532695
66782.821,-0.443589984
66782.841,-0.433680329
66782.861,-0.429839593
66782.881,-0.452644037
66782.901,-0.449655315
66782.921,-0.426278484
66782.941,-0.421599063
66782.961,-0.442605877
66782.981,-0.468087317
66783.001,-0.467418257
66783.021,-0.443698453
66783.041,-0.452224013
66783.061,-0.452394912
66783.081,-0.460962278
66783.101,-0.465723835
66783.121,-0.447848224
66783.141,-0.454030795
66783.161,-0.463404322
66783.181,-0.458821407
66783.201,-0.456961673
66783.221,-0.447366045
66783.241,-0.452693099
66783.261,-0.459585116
66783.281,-0.450403741
66783.301,-0.437469355
66783.321,-0.440394364
66783.341,-0.449579124
66783.361,-0.450244524
66783.381,-0.451344943
66783.401,-0.437672392
66783.421,-0.437036327
66783.441,-0.44675311
66783.461,-0.449215146
66783.481,-0.433804321
66783.501,-0.426568385
66783.521,-0.454016127
66783.541,-0.459187174
66783.561,-0.447022785
66783.581,-0.444193938
66783.601,-0.458749437
66783.621,-0.46235729
66783.641,-0.455145
66783.661,-0.428423897
66783.681,-0.446892894
66783.701,-0.467954358
66783.721,-0.465532734
66783.741,-0.428294024
66783.761,-0.449095376
66783.781,-0.457730805
66783.801,-0.459778207
66783.821,-0.45517401
66783.841,-0.457273553
66783.861,-0.445057982
66783.881,-0.446142047
66783.901,-0.450812506
66783.921,-0.43551135
66783.941,-0.446652727
66783.961,-0.446214797
66783.981,-0.443954356
66784.001,-0.449354234
66784.021,-0.43896288
66784.041,-0.442132757
66784.061,-0.464025935
66784.081,-0.450688347
66784.101,-0.443618575
66784.121,-0.44556808
66784.141,-0.450527393
66784.161,-0.452883446
66784.181,-0.462097508
66784.201,-0.437309465
66784.221,-0.418890846
66784.241,-0.445622923
66784.261,-0.435499261
66784.281,-0.429287745
66784.301,-0.43467736
66784.321,-0.438092059
66784.341,-0.444938356
66784.361,-0.438464132
66784.381,-0.420902916
66784.401,-0.431189599
66784.421,-0.464015828
66784.441,-0.461410018
66784.461,-0.439105891
66784.481,-0.439738474
66784.501,-0.454382741
66784.521,-0.46335289
66784.541,-0.453439613
66784.561,-0.423501176
66784.581,-0.444612364
66784.601,-0.477087414
66784.621,-0.451435649
66784.641,-0.438896518
66784.661,-0.446673892
66784.681,-0.452012967
66784.701,-0.466084169
66784.721,-0.464244345
66784.741,-0.444121553
66784.761,-0.441638915
66784.781,-0.465876185
66784.801,-0.458346147
66784.821,-0.448889796
66784.841,-0.449105757
66784.861,-0.44255432
66784.881,-0.462523216
66784.901,-0.455385975
66784.921,-0.43504577
66784.941,-0.450964971
66784.961,-0.453875575
66784.981,-0.444704884
66785.001,-0.440270663
66785.021,-0.44071519
66785.041,-0.435913702
66785.061,-0.447468387
66785.081,-0.453508794
66785.101,-0.425060306
66785.121,-0.436519135
66785.141,-0.446559983
66785.161,-0.437383191
66785.181,-0.436383881
66785.201,-0.424789042
66785.221,-0.429608377
66785.241,-0.452794535
66785.261,-0.448089011
66785.281,-0.433226262
66785.301,-0.449190511
66785.321,-0.448314238
66785.341,-0.449996638
66785.361,-0.462886226
66785.381,-0.441593014
66785.401,-0.453155974
66785.421,-0.472718475
66785.441,-0.456800099
66785.461,-0.454766586
66785.481,-0.465807257
66785.501,-0.464222245
66785.521,-0.462272179
66785.541,-0.464623623
66785.561,-0.457957189
66785.581,-0.468588194
66785.601,-0.476318404
66785.621,-0.462746789
66785.641,-0.449384197
66785.661,-0.456077793
66785.681,-0.452568047
66785.701,-0.459679474
66785.721,-0.442534115
66785.741,-0.430664694
66785.761,-0.450579921
66785.781,-0.464359679
66785.801,-0.445116092
66785.821,-0.436066041
66785.841,-0.442384756
66785.861,-0.44329575
66785.881,-0.442571105
66785.901,-0.433736904
66785.921,-0.426536467
66785.941,-0.444964895
66785.961,-0.450825181
66785.981,-0.438548495
66786.001,-0.446600312
66786.021,-0.446865353
66786.041,-0.462583445
66786.061,-0.481720438
66786.081,-0.487386405
66786.101,-0.496222383
66786.121,-0.54308276
66786.141,-0.618010534
66786.161,-0.65868776
66786.181,-0.696783872
66786.20099,-0.75543364
66786.221,-0.799586723
66786.241,-0.816447887
66786.261,-0.783538171
66786.281,-0.778979438
66786.301,-0.830119417
66786.321,-0.899893266
66786.341,-0.970509346
66786.361,-0.98862003
66786.381,-0.917810684
66786.401,-0.923603237
66786.421,-0.987448821
66786.441,-0.961751098
66786.461,-0.81866887
66786.481,-0.64640635
66786.501,-0.631466299
66786.521,-0.705870838
66786.541,-0.697198576
66786.561,-0.579057403
66786.581,-0.592286981
66786.601,-0.82185567
66786.621,-0.881579545
66786.641,-0.269151794
66786.661,0.326307066
66786.681,0.004687023
66786.701,-0.319012734
66786.721,0.073970027
66786.741,0.413248215
66786.761,0.233017962
66786.781,-0.014003845
66786.801,-0.039304264
66786.821,0.200733111
66786.841,0.132282913
66786.861,-0.322531822
66786.881,-0.073929204
66786.901,1.009688308
66786.921,1.50559966
66786.941,1.014510054
66786.961,0.564270644
66786.981,0.860618724
66787.001,1.165310925
66787.021,1.123266185
66787.041,1.111320868
66787.061,1.318640045
66787.081,1.420649641
66787.101,1.091148404
66787.121,0.895722639
66787.141,1.432965926
66787.161,2.194642445
66787.181,2.682614587
66787.201,3.025722661
66787.221,3.664326326
66787.241,4.267682169
66787.261,4.333694338
66787.281,4.315418574
66787.301,4.745399052
66787.32101,5.903994277
66787.341,8.964610385
66787.361,13.87138711
66787.381,17.82481301
66787.401,20.22394847
66787.421,22.2244042
66787.441,21.71034667
66787.461,18.66570554
66787.481,14.84851901
66787.501,10.94548633
66787.521,7.029225296
66787.541,3.227965918
66787.561,0.056482748
66787.581,-4.119191573
66787.601,-9.563436355
66787.621,-14.19104133
66787.641,-16.44495727
66787.661,-18.45260339
66787.681,-21.56057554
66787.701,-24.70664441
66787.721,-26.01687507
66787.741,-25.41801196
66787.761,-24.60136121
66787.781,-24.3483792
66787.801,-23.32878884
66787.821,-20.17104638
66787.841,-16.00780908
66787.861,-12.77712715
66787.881,-10.2594005
66787.901,-6.617517674
66787.921,-1.278908876
66787.941,3.674828712
66787.961,7.225111562
66787.981,9.606368169
66788.001,12.29814024
66788.021,17.02948474
66788.041,21.34644188
66788.061,22.70745242
66788.081,22.36187841
66788.101,23.04251608
66788.121,24.78743205
66788.141,24.88929028
66788.161,21.97265876
66788.181,18.44085962
66788.201,16.60629455
66788.221,15.11123143
66788.241,11.17865417
66788.261,5.179562348
66788.281,0.913813339
66788.301,-0.346133881
66788.321,-3.115676684
66788.341,-9.417700731
66788.361,-15.37954131
66788.381,-17.35488632
66788.401,-17.46671347
66788.421,-19.96923043
66788.441,-24.28732561
66788.461,-26.2177312
66788.481,-24.46535859
66788.501,-22.37790486
66788.521,-22.58625934
66788.541,-23.06402604
66788.561,-20.13445597
66788.581,-14.51877087
66788.601,-10.52345571
66788.621,-9.1529374
66788.641,-6.782710842
66788.661,-1.171858913
66788.681,4.92286687
66788.701,8.294437391
66788.721,9.266525543
66788.741,11.19173274
66788.761,16.77380664
66788.781,21.8438023
66788.801,22.43188039
66788.821,20.74930296
66788.841,21.34858941
66788.861,24.29649778
66788.881,24.79723631
66788.901,20.6958865
66788.921,16.25500785
66788.941,15.23259255
66788.961,14.99225042
66788.981,10.83028761
66789.001,3.836136936
66789.021,-0.410784888
66789.041,-0.50856802
66789.061,-2.780321079
66789.081,-9.52831008
66789.101,-15.95970433
66789.121,-17.31994839
66789.141,-16.57517813
66789.161,-18.9466401
66789.181,-24.06015878
66789.201,-26.12402131
66789.221,-23.38837343
66789.241,-20.47468039
66789.261,-21.430143
66789.281,-22.51658648
66789.301,-18.48011178
66789.321,-12.05337696
66789.341,-8.727787051
66789.361,-8.4265509
66789.381,-5.870639286
66789.401,0.739629634
66789.421,6.863219699
66789.441,8.90049084
66789.461,8.82139791
66789.481,11.52989348
66789.501,18.13097323
66789.521,22.39904768
66789.541,21.22101042
66789.561,19.11455143
66789.581,20.9087379
66789.601,24.40662399
66789.621,23.54696801
66789.641,18.1190511
66789.661,14.22086642
66789.681,14.58694272
66789.701,14.22452684
66789.721,8.53388142
66789.741,1.532104135
66789.761,-1.188264126
66789.781,-0.447989613
66789.801,-3.986980473
66789.821,-11.61907525
66789.841,-16.65531367
66789.861,-16.648726
66789.881,-15.69364441
66789.901,-18.40443026
66789.921,-23.77975968
66789.941,-25.56477242
66789.961,-22.1020402
66789.981,-19.16969459
66790.001,-20.40004541
66790.021,-21.97860081
66790.041,-17.975832
66790.061,-10.72331824
66790.081,-7.888093171
66790.101,-8.102969132
66790.121,-4.892379613
66790.141,2.284274407
66790.161,7.751278496
66790.181,8.698995248
66790.201,8.435783983
66790.221,11.98590849
66790.241,18.8218226
66790.261,21.99755441
66790.281,19.81276688
66790.301,18.03696849
66790.321,20.73737304
66790.341,24.00013331
66790.361,21.93479808
66790.381,16.12652506
66790.401,13.16648198
66790.421,14.25564423
66790.441,13.15416527
66790.461,6.696111726
66790.481,0.325090272
66790.501,-1.195301998
66790.521,-0.63111665
66790.541,-5.1235137
66790.561,-12.62493008
66790.581,-16.62686546
66790.601,-15.58649937
66790.621,-15.48974707
66790.641,-19.72547138
66790.661,-24.31438176
66790.681,-23.7692028
66790.701,-19.79166959
66790.721,-18.38537346
66790.741,-20.47657922
66790.761,-20.54882528
66790.781,-15.39201792
66790.801,-9.397658838
66790.821,-7.614159224
66790.841,-7.745014243
66790.861,-4.161220564
66790.881,2.905655685
66790.901,7.774937978
66790.921,8.371316981
66790.941,8.236593826
66790.961,12.01139139
66790.981,18.55197961
66791.001,21.17323952
66791.021,18.85278148
66791.041,17.38352146
66791.061,20.21527323
66791.081,23.06933612
66791.101,20.68049287
66791.121,15.07130886
66791.141,12.59098876
66791.161,13.7271014
66791.181,12.22451296
66791.201,5.789851172
66791.221,0.033589539
66791.241,-1.08384012
66791.261,-0.895138747
66791.281,-5.55612806
66791.301,-12.7351004
66791.321,-16.07397297
66791.341,-14.92416361
66791.361,-15.1615933
66791.381,-19.47349178
66791.401,-23.53871359
66791.421,-22.59118642
66791.441,-18.82918264
66791.461,-17.85383203
66791.481,-19.8917591
66791.501,-19.47285573
66791.521,-14.1995021
66791.541,-8.741997496
66791.561,-7.396257391
66791.581,-7.347314123
66791.601,-3.44015774
66791.621,3.403516906
66791.641,7.680099562
66791.661,7.991870765
66791.681,8.109337298
66791.701,12.11971749
66791.721,18.21112828
66791.741,20.26314806
66791.761,17.93841589
66791.781,16.90901793
66791.801,19.7496892
66791.821,22.12496183
66791.841,19.42637466
66791.861,14.17232578
66791.881,12.18617468
66791.901,13.18592404
66791.921,11.26600348
66791.941,5.027640783
66791.961,-0.118583526
66791.981,-0.947561238
66792.001,-1.255677882
66792.021,-6.056382889
66792.041,-12.68119358
66792.061,-15.37978968
66792.081,-14.343533
66792.101,-15.02549144
66792.121,-19.21398239
66792.14101,-22.63560139
66792.161,-21.37465639
66792.181,-18.06093838
66792.201,-17.47556723
66792.221,-19.25699824
66792.241,-18.35367598
66792.261,-13.15897462
66792.281,-8.312301057
66792.301,-7.250042381
66792.321,-6.699659184
66792.341,-1.95863958
66792.361,4.572587411
66792.381,7.604955801
66792.401,7.577937265
66792.421,8.732594323
66792.441,13.36166789
66792.461,18.3495148
66792.481,18.99577388
66792.501,16.83267265
66792.521,16.77916598
66792.541,19.51504
66792.561,21.02802677
66792.581,18.2506609
66792.601,13.50658572
66792.621,11.91279396
66792.641,12.47455279
66792.661,9.373020656
66792.681,3.284367278
66792.701,-0.420134581
66792.721,-0.793306707
66792.741,-2.357040151
66792.761,-7.783663554
66792.781,-13.18808888
66792.801,-14.54178665
66792.821,-13.84704513
66792.841,-15.63399217
66792.861,-19.73617022
66792.881,-21.75862775
66792.901,-19.49653207
66792.921,-16.9647234
66792.941,-17.93495545
66792.961,-18.47971567
66792.981,-14.91556773
66793.001,-9.746106145
66793.021,-7.302049465
66793.041,-7.026570371
66793.061,-4.560034212
66793.081,1.097605947
66793.101,5.871309124
66793.121,7.325602081
66793.141,7.521465463
66793.161,9.886991689
66793.181,14.88802073
66793.201,18.23788679
66793.221,17.48188727
66793.241,15.99622596
66793.261,17.38544387
66793.281,19.8184849
66793.301,18.99200052
66793.321,14.88861612
66793.341,11.89539401
66793.361,11.90793158
66793.381,11.03688816
66793.401,6.755718717
66793.421,1.631553436
66793.441,-0.526533489
66793.461,-1.084695931
66793.481,-4.236552723
66793.501,-9.709742381
66793.521,-13.38680847
66793.541,-13.67276653
66793.561,-13.88307213
66793.581,-16.73446042
66793.601,-20.07581045
66793.621,-20.2765285
66793.641,-17.88665616
66793.661,-16.62456491
66793.681,-17.57591966
66793.701,-17.44062485
66793.721,-13.86830693
66793.741,-9.35417962
66793.761,-7.302598386
66793.781,-6.657056014
66793.801,-3.799786552
66793.821,1.462491022
66793.841,5.569920361
66793.861,6.923045698
66793.881,7.549905965
66793.901,10.09365787
66793.921,14.53315517
66793.941,17.27836033
66793.961,16.72768054
66793.981,15.73630764
66794.001,17.05617395
66794.021,18.92157291
66794.041,17.84784122
66794.061,14.2216589
66794.081,11.70533359
66794.101,11.45880112
66794.121,10.11813789
66794.141,6.080711606
66794.161,1.661049569
66794.181,-0.297726032
66794.201,-1.394398205
66794.221,-4.767640308
66794.241,-9.673721549
66794.261,-12.68754209
66794.281,-13.11130043
66794.301,-13.845756
66794.321,-16.64318768
66794.341,-19.31049247
66794.361,-19.19481698
66794.381,-17.22175602
66794.401,-16.40315411
66794.421,-17.1190445
66794.441,-16.44192448
66794.461,-12.93436024
66794.481,-9.062534051
66794.501,-7.276057907
66794.521,-6.218074122
66794.541,-3.116505981
66794.561,1.713263185
66794.581,5.228743759
66794.601,6.591134311
66794.621,7.62167398
66794.641,10.24472155
66794.661,14.09703546
66794.681,16.37386255
66794.701,16.09125083
66794.721,15.58725758
66794.741,16.71106265
66794.761,17.9553449
66794.781,16.81625789
66794.801,13.72656587
66794.821,11.53838831
66794.841,10.93050623
66794.861,9.218455128
66794.881,5.601577846
66794.901,1.809072757
66794.921,-0.174471474
66794.941,-1.807170454
66794.961,-5.245758074
66794.981,-9.431479683
66795.001,-11.92464128
66795.021,-12.70686425
66795.041,-13.94007875
66795.061,-16.45700137
66795.081,-18.39958906
66795.101,-18.1492112
66795.121,-16.77833325
66795.141,-16.31458208
66795.161,-16.55015903
66795.181,-15.34984393
66795.201,-12.15622801
66795.221,-8.987571842
66795.241,-7.259297479
66795.261,-5.666516619
66795.281,-2.406588137
66795.301,1.774638053
66795.321,4.788154301
66795.341,6.35707665
66795.361,7.815222346
66795.381,10.47529001
66795.401,13.77167451
66795.421,15.55371273
66795.441,15.51096758
66795.461,15.58532274
66795.481,16.46855104
66795.501,16.92180104
66795.521,15.71994712
66795.541,13.37670104
66795.561,11.44470075
66795.581,10.2605267
66795.601,8.089385035
66795.621,4.734097313
66795.641,1.556600319
66795.661,-0.434728038
66795.681,-2.855053782
66795.701,-6.435261613
66795.721,-9.58290206
66795.741,-11.4203389
66795.761,-12.63104517
66795.781,-14.713161
66795.801,-16.90638626
66795.821,-17.49090561
66795.841,-16.78265834
66795.861,-16.2412558
66795.881,-16.15084752
66795.901,-15.31426887
66795.921,-12.9863051
66795.941,-10.16868363
66795.961,-8.072737351
66795.981,-6.260539598
66796.001,-3.55252209
66796.021,0.035269295
66796.041,3.174712872
66796.061,5.320458842
66796.081,7.079369887
66796.101,9.159206274
66796.121,11.69681901
66796.141,13.8604035
66796.161,14.9814574
66796.181,15.28813693
66796.201,15.60491074
66796.221,15.97890519
66796.241,15.62941866
66796.261,14.13841861
66796.281,12.17808495
66796.301,10.49054046
66796.321,8.680397762
66796.341,6.236348881
66796.361,3.618867689
66796.381,1.145413369
66796.401,-1.308359141
66796.421,-4.324165964
66796.441,-7.386646482
66796.461,-9.644271653
66796.481,-11.32959287
66796.501,-13.13810375
66796.521,-15.04978993
66796.541,-16.32135402
66796.561,-16.56380353
66796.581,-16.2961952
66796.601,-16.11274254
66796.621,-15.71522723
66796.641,-14.40111393
66796.661,-12.22879499
66796.681,-9.993976456
66796.701,-8.061288778
66796.721,-5.863066079
66796.741,-2.933947963
66796.761,0.193366585
66796.781,2.811677085
66796.801,5.058254002
66796.821,7.212966219
66796.841,9.260548571
66796.861,11.29136693
66796.881,13.05945729
66796.901,14.4262613
66796.921,15.14471959
66796.941,15.29472574
66796.96099,15.16242112
66796.981,14.7326284
66797.001,13.73656293
66797.021,12.07990388
66797.041,10.05895332
66797.061,7.916469528
66797.081,5.838111523
66797.101,3.74660914
66797.121,1.304718949
66797.141,-1.620632543
66797.161,-4.718381705
66797.181,-7.191052998
66797.201,-9.021697992
66797.221,-10.9172714
66797.241,-13.17434803
66797.261,-14.92116857
66797.281,-15.59841503
66797.301,-15.6953243
66797.321,-15.87761659
66797.341,-15.99927319
66797.361,-15.2650032
66797.381,-13.51136812
66797.401,-11.56112439
66797.421,-9.923841506
66797.441,-8.047059501
66797.461,-5.402831426
66797.481,-2.368146131
66797.501,0.255698614
66797.521,2.436511505
66797.541,4.831957924
66797.561,7.342974854
66797.581,9.327781908
66797.601,10.85064821
66797.621,12.28569997
66797.641,13.93183798
66797.661,15.00202625
66797.681,14.95867478
66797.701,14.36081248
66797.721,13.9317435
66797.741,13.38774053
66797.761,11.951688
66797.781,9.612352931
66797.801,7.226103665
66797.821,5.486960377
66797.841,3.866863541
66797.861,1.420152541
66797.881,-1.941835714
66797.901,-5.022733974
66797.921,-6.938961143
66797.941,-8.465625645
66797.961,-10.66930056
66797.981,-13.12678687
66798.001,-14.63188217
66798.021,-14.87187077
66798.041,-14.96908701
66798.061,-15.57447092
66798.081,-15.80492979
66798.101,-14.6927452
66798.121,-12.72067122
66798.141,-11.0786702
66798.161,-9.82439231
66798.181,-7.91907601
66798.201,-4.965850116
66798.221,-1.945889071
66798.241,0.220003217
66798.261,2.141803394
66798.281,4.739330647
66798.301,7.469072387
66798.321,9.26753062
66798.341,10.37053709
66798.361,11.65204419
66798.381,13.55287881
66798.401,14.78497577
66798.421,14.50457011
66798.441,13.61620882
66798.461,13.26995211
66798.481,13.07189187
66798.501,11.71052116
66798.521,9.090245983
66798.541,6.635906671
66798.561,5.221327925
66798.581,3.72011669
66798.601,0.789585413
66798.621,-2.940154208
66798.641,-5.532920236
66798.661,-6.845749215
66798.681,-8.399116847
66798.701,-11.05256123
66798.721,-13.50338856
66798.741,-14.30162559
66798.761,-14.11025902
66798.781,-14.51118612
66798.801,-15.46339273
66798.821,-15.38509208
66798.841,-13.65128873
66798.861,-11.62123587
66798.881,-10.51595352
66798.901,-9.506723199
66798.921,-7.143480273
66798.941,-3.82143874
66798.961,-1.209844472
66798.981,0.381471715
66799.001,2.352162981
66799.021,5.336751179
66799.041,7.97208568
66799.061,9.279058469
66799.081,10.01105963
66799.101,11.49484702
66799.121,13.64108401
66799.141,14.57456277
66799.161,13.82046835
66799.181,12.81866988
66799.201,12.71965503
66799.221,12.74920078
66799.241,10.9353366
66799.261,7.708956717
66799.281,5.654580008
66799.301,4.785121628
66799.321,3.017275142
66799.341,-0.460362977
66799.361,-3.955639917
66799.381,-5.722913181
66799.401,-6.695378707
66799.421,-8.743414167
66799.441,-11.708555
