# time, data
211.83333,1015.66055
212.00000,1014.70664
212.16667,1015.66872
212.33333,1013.78475
212.50000,1015.57699
212.66667,1014.10183
212.83333,1016.73320
213.00000,1014.77524
213.16667,1014.06413
213.33333,1013.28431
213.50000,1015.29122
213.66667,1016.58285
213.83333,1016.41045
214.00000,1013.81139
214.16667,1013.93374
214.33333,1013.25307
214.50000,1013.37492
214.66667,1013.50202
214.83333,1013.47664
215.00000,1014.34125
215.16667,1012.86624
215.33333,1014.16112
215.50000,1017.79435
215.66667,1017.16385
215.83333,1015.64537
216.00000,1013.27195
216.16667,1013.09179
216.33333,1014.53343
216.50000,1015.59493
216.66667,1017.69438
216.83333,1018.58442
217.00000,1015.35417
217.16667,1014.36922
217.33333,1014.96287
217.50000,1016.26358
217.66667,1016.06491
217.83333,1016.81403
218.00000,1017.07022
218.16667,1015.24236
218.33333,1014.44315
218.50000,1016.12945
218.66667,1013.67549
218.83333,1014.61967
219.00000,1014.82509
219.16667,1012.26749
219.33333,1013.21792
219.50000,1014.96025
219.66667,1015.34521
219.83333,1016.71359
220.00000,1015.66614
220.16667,1015.96964
220.33333,1014.68391
220.50000,1014.77964
220.66667,1015.78665
220.83333,1015.84867
221.00000,1014.37281
221.16667,1015.48164
221.33333,1014.66535
221.50000,1013.85365
221.66667,1014.21420
221.83333,1013.03333
222.00000,1013.90273
222.16667,1014.37723
222.33333,1013.87584
222.50000,1014.59957
222.66667,1015.60951
222.83333,1015.41866
223.00000,1014.92986
223.16667,1013.61342
223.33333,1014.29599
223.50000,1016.36799
223.66667,1018.73090
223.83333,1018.07126
224.00000,1016.21265
224.16667,1015.76365
224.33333,1013.36975
224.50000,1014.80395
224.66667,1016.62498
224.83333,1014.70017
225.00000,1015.00914
225.16667,1013.74224
225.33333,1016.75978
225.50000,1016.92065
225.66667,1017.23019
225.83333,1019.22077
226.00000,1017.91558
226.16667,1014.84597
226.33333,1014.26168
226.50000,1015.62570
226.66667,1015.63063
226.83333,1016.63438
227.00000,1016.45563
227.16667,1015.10161
227.33333,1015.92092
227.50000,1014.93871
227.66667,1015.58927
227.83333,1017.31497
228.00000,1015.16092
228.16667,1013.04601
228.33333,1012.89855
228.50000,1012.76161
228.66667,1014.22925
228.83333,1015.32843
229.00000,1014.87461
229.16667,1015.34465
229.33333,1013.67967
229.50000,1015.01096
229.66667,1014.94294
229.83333,1016.03489
230.00000,1014.92180
230.16667,1013.16021
230.33333,1014.34106
230.50000,1015.79896
230.66667,1015.98764
230.83333,1016.86231
231.00000,1013.82347
231.16667,1011.98150
231.33333,1011.36761
231.50000,1012.78230
231.66667,1013.95636
231.83333,1015.44113
232.00000,1015.45907
232.16667,1013.87469
232.33333,1015.46887
232.50000,1015.79382
232.66667,1016.72749
232.83333,1016.49350
233.00000,1016.94259
233.16667,1014.64927
233.33333,1014.60588
233.50000,1015.17495
233.66667,1015.21607
233.83333,1015.53153
234.00000,1015.61813
234.16667,1015.93865
234.33333,1013.75694
234.50000,1015.11710
234.66667,1015.57755
234.83333,1015.74117
235.00000,1015.01793
235.16667,1016.36502
235.33333,1015.24424
235.50000,1016.60166
235.66667,1017.28861
235.83333,1015.97241
236.00000,1015.04771
236.16667,1014.44991
236.33333,1014.94027
236.50000,1015.40813
236.66667,1016.06677
236.83333,1016.40483
237.00000,1014.34592
237.16667,1012.36357
237.33333,1011.79582
237.50000,1013.58508
237.66667,1014.60177
237.83333,1014.16900
238.00000,1013.64818
238.16667,1012.65837
238.33333,1011.81280
238.50000,1014.36470
238.66667,1015.22187
238.83333,1013.65528
239.00000,1013.95698
239.16667,1012.83618
239.33333,1013.48729
239.50000,1014.96047
239.66667,1015.41204
239.83333,1015.62352
240.00000,1012.67601
240.16667,1013.11302
240.33333,1012.41162
240.50000,1014.13040
240.66667,1014.54657
240.83333,1015.14138
241.00000,1013.27781
241.16667,1012.09332
241.33333,1014.43896
241.50000,1012.08621
241.66667,1015.53806
241.83333,1015.39745
242.00000,1015.51693
242.16667,1015.50364
242.33333,1014.53740
242.50000,1015.98781
242.66667,1015.16224
242.83333,1014.32816
243.00000,1014.45703
243.16667,1014.70076
243.33333,1014.37900
243.50000,1013.28915
243.66667,1011.59196
243.83333,1011.91305
244.00000,1012.54253
244.16667,1013.48099
244.33333,1011.80767
244.50000,1013.71701
244.66667,1014.23794
244.83333,1014.33994
245.00000,1011.58316
245.16667,1012.44366
245.33333,1013.29125
245.50000,1015.68745
245.66667,1014.94598
245.83333,1015.37632
246.00000,1014.94719
246.16667,1013.85298
246.33333,1013.21102
246.50000,1012.82986
246.66667,1014.63132
246.83333,1014.40457
247.00000,1014.37699
247.16667,1014.31669
247.33333,1013.66024
247.50000,1013.75914
247.66667,1015.31965
247.83333,1015.06147
248.00000,1013.97933
248.16667,1015.04377
248.33333,1015.73331
248.50000,1015.91259
248.66667,1015.24228
248.83333,1013.85677
249.00000,1014.49650
249.16667,1013.06538
249.33333,1014.50104
249.50000,1015.27018
249.66667,1014.93022
249.83333,1016.02158
250.00000,1015.01701
250.16667,1015.11717
250.33333,1015.43381
250.50000,1015.23197
250.66667,1014.34724
250.83333,1014.14402
251.00000,1013.99373
251.16667,1014.90217
251.33333,1016.27435
251.50000,1015.03463
251.66667,1016.02526
251.83333,1015.28828
252.00000,1012.58129
252.16667,1011.59594
252.33333,1010.77890
252.50000,1011.66726
252.66667,1014.16692
252.83333,1014.69940
253.00000,1013.22799
253.16667,1011.59616
253.33333,1012.69587
253.50000,1013.27615
253.66667,1013.22365
253.83333,1013.48879
254.00000,1012.35932
254.16667,1014.67194
254.33333,1013.96652
254.50000,1012.44565
254.66667,1013.69809
254.83333,1013.85571
255.00000,1012.93130
255.16667,1012.75837
255.33333,1012.78676
255.50000,1014.52153
255.66667,1014.55094
255.83333,1012.92794
256.00000,1013.51662
256.16667,1012.27929
256.33333,1011.96962
256.50000,1014.29386
256.66667,1015.14454
256.83333,1013.97809
257.00000,1012.78237
257.16667,1012.52754
257.33333,1012.08720
257.50000,1011.86922
257.66667,1013.15280
257.83333,1013.94964
258.00000,1013.51250
258.16667,1012.42766
258.33333,1013.12381
258.50000,1013.37419
258.66667,1014.41472
258.83333,1013.76414
259.00000,1013.68434
259.16667,1010.02019
259.33333,1013.22654
259.50000,1013.67705
259.66667,1016.08671
259.83333,1014.73210
260.00000,1012.79200
260.16667,1013.47717
260.33333,1013.53479
260.50000,1014.19099
260.66667,1016.66060
260.83333,1014.31576
261.00000,1014.19532
261.16667,1011.77304
261.33333,1010.60220
261.50000,1011.33877
261.66667,1012.43841
261.83333,1012.69177
262.00000,1012.40859
262.16667,1011.73094
262.33333,1013.36970
262.50000,1014.18192
262.66667,1015.16408
262.83333,1015.90101
263.00000,1013.41320
263.16667,1013.91207
263.33333,1012.33701
263.50000,1012.73533
263.66667,1014.09043
263.83333,1012.32859
264.00000,1012.88190
264.16667,1013.65176
264.33333,1013.59759
264.50000,1015.92367
264.66667,1014.84225
264.83333,1013.89932
265.00000,1012.33889
265.16667,1012.94928
265.33333,1011.92044
265.50000,1013.33498
265.66667,1015.06841
265.83333,1013.82454
266.00000,1011.84197
266.16667,1011.74663
266.33333,1012.88719
266.50000,1013.70463
266.66667,1015.55243
266.83333,1015.14019
267.00000,1013.15250
267.16667,1013.30357
267.33333,1011.95342
267.50000,1015.06856
267.66667,1015.30184
267.83333,1014.52561
268.00000,1012.75462
268.16667,1013.35548
268.33333,1013.72687
268.50000,1014.01383
268.66667,1015.16508
268.83333,1014.24010
269.00000,1012.66574
269.16667,1010.50388
269.33333,1011.51474
269.50000,1011.70172
269.66667,1012.33740
269.83333,1012.69845
270.00000,1013.70442
270.16667,1012.72358
270.33333,1013.24391
270.50000,1014.44731
270.66667,1014.89180
270.83333,1014.39206
271.00000,1012.71039
271.16667,1011.28827
271.33333,1012.67245
271.50000,1013.78865
271.66667,1015.50812
271.83333,1015.66375
272.00000,1014.60583
272.16667,1012.50596
272.33333,1011.77809
272.50000,1011.46675
272.66667,1013.13323
272.83333,1013.86457
273.00000,1013.11189
273.16667,1010.85224
273.33333,1011.87821
273.50000,1012.16867
273.66667,1013.61058
273.83333,1014.09116
274.00000,1015.54771
274.16667,1012.67127
274.33333,1011.47361
274.50000,1014.50766
274.66667,1014.16607
274.83333,1015.88748
275.00000,1015.23328
275.16667,1012.59903
275.33333,1011.64485
275.50000,1012.41156
275.66667,1012.72410
275.83333,1011.42147
276.00000,1013.05066
276.16667,1011.80429
276.33333,1013.09262
276.50000,1012.58995
276.66667,1011.12060
276.83333,1012.36292
277.00000,1012.82022
277.16667,1013.13522
277.33333,1013.11137
277.50000,1011.81195
277.66667,1012.45180
277.83333,1011.60561
278.00000,1010.70680
278.16667,1008.68381
278.33333,1010.55274
278.50000,1013.04558
278.66667,1013.04718
278.83333,1010.70804
279.00000,1011.18553
279.16667,1011.88242
279.33333,1013.27166
279.50000,1013.94523
279.66667,1013.46256
279.83333,1014.01880
280.00000,1013.69850
280.16667,1011.41847
280.33333,1011.86728
280.50000,1013.63408
280.66667,1013.82830
280.83333,1013.76502
281.00000,1013.85796
281.16667,1012.67905
281.33333,1010.76801
281.50000,1013.95821
281.66667,1013.74241
281.83333,1015.01057
282.00000,1013.83766
282.16667,1011.29803
282.33333,1010.85347
282.50000,1012.54872
282.66667,1014.07857
282.83333,1014.11860
283.00000,1013.62822
283.16667,1010.66114
283.33333,1011.05316
283.50000,1011.78636
283.66667,1013.77667
283.83333,1012.84040
284.00000,1012.53982
284.16667,1011.10063
284.33333,1009.94196
284.50000,1010.29405
284.66667,1011.42943
284.83333,1011.15462
285.00000,1011.60466
285.16667,1012.26019
285.33333,1011.61848
285.50000,1013.70073
285.66667,1012.92221
285.83333,1012.96071
286.00000,1012.06666
286.16667,1012.95657
286.33333,1011.73375
286.50000,1013.22142
286.66667,1012.84477
286.83333,1013.30852
287.00000,1013.01678
287.16667,1012.84878
287.33333,1013.07543
287.50000,1013.55562
287.66667,1014.24977
287.83333,1014.15333
288.00000,1012.24152
288.16667,1011.11926
288.33333,1012.92501
288.50000,1013.08764
288.66667,1011.60299
288.83333,1012.70189
289.00000,1012.76097
289.16667,1009.80868
289.33333,1011.06264
289.50000,1013.29312
289.66667,1014.24729
289.83333,1011.72923
290.00000,1011.15946
290.16667,1009.33952
290.33333,1011.74920
290.50000,1012.11724
290.66667,1013.60904
290.83333,1012.72703
291.00000,1010.55502
291.16667,1009.13850
291.33333,1010.21230
291.50000,1011.58956
291.66667,1012.19521
291.83333,1014.38137
292.00000,1012.32424
292.16667,1012.24220
292.33333,1011.80040
292.50000,1010.90527
292.66667,1012.55236
292.83333,1012.43485
293.00000,1013.37596
293.16667,1012.38308
293.33333,1010.90069
293.50000,1012.40470
293.66667,1014.79623
293.83333,1014.62236
294.00000,1012.66026
294.16667,1012.62671
294.33333,1012.58914
294.50000,1011.18443
294.66667,1012.27258
294.83333,1012.30810
295.00000,1011.40889
295.16667,1010.44195
295.33333,1011.28522
295.50000,1012.61020
295.66667,1013.53545
295.83333,1013.89559
296.00000,1010.84138
296.16667,1010.28667
296.33333,1010.04616
296.50000,1010.86210
296.66667,1013.72789
296.83333,1013.01205
297.00000,1011.92727
297.16667,1009.64853
297.33333,1010.67584
297.50000,1012.67804
297.66667,1013.19004
297.83333,1012.67041
298.00000,1012.27504
298.16667,1011.35013
298.33333,1009.73722
298.50000,1011.54355
298.66667,1011.81823
298.83333,1013.09672
299.00000,1011.79997
299.16667,1012.00359
299.33333,1012.71448
299.50000,1013.08514
299.66667,1011.47140
299.83333,1011.74431
300.00000,1010.67524
300.16667,1007.79875
300.33333,1010.76587
300.50000,1010.65080
300.66667,1012.73431
300.83333,1014.07770
301.00000,1012.20820
301.16667,1010.40686
301.33333,1011.54704
301.50000,1010.69139
301.66667,1010.90402
301.83333,1011.21242
302.00000,1011.41186
302.16667,1010.51371
302.33333,1011.61588
302.50000,1012.00734
302.66667,1012.86235
302.83333,1012.43117
303.00000,1011.34273
303.16667,1011.12263
303.33333,1012.90307
303.50000,1011.96276
303.66667,1012.18477
303.83333,1013.75669
304.00000,1013.36729
304.16667,1011.50178
304.33333,1011.36652
304.50000,1011.36076
304.66667,1010.92680
304.83333,1011.38245
305.00000,1011.53160
305.16667,1011.74217
305.33333,1011.85935
305.50000,1013.14392
305.66667,1012.71230
305.83333,1011.24916
306.00000,1010.84693
306.16667,1011.36908
306.33333,1010.38791
306.50000,1010.27913
306.66667,1012.31057
306.83333,1012.03538
307.00000,1011.25788
307.16667,1011.34379
307.33333,1010.13660
307.50000,1013.23233
307.66667,1012.86680
307.83333,1011.84075
308.00000,1011.55923
308.16667,1011.30626
308.33333,1009.88767
308.50000,1010.88411
308.66667,1013.16209
308.83333,1011.99277
309.00000,1011.98436
309.16667,1011.47767
309.33333,1011.00695
309.50000,1010.89277
309.66667,1011.87102
309.83333,1010.63337
310.00000,1009.72298
310.16667,1009.35270
310.33333,1009.73717
310.50000,1010.19470
310.66667,1012.42687
310.83333,1012.46151
311.00000,1012.01061
311.16667,1009.31793
311.33333,1011.28434
311.50000,1010.79870
311.66667,1010.69881
311.83333,1012.40450
312.00000,1010.70950
312.16667,1010.65511
312.33333,1010.56297
312.50000,1010.59639
312.66667,1012.01372
312.83333,1012.71871
313.00000,1009.96737
313.16667,1010.56997
313.33333,1010.59542
313.50000,1010.66743
313.66667,1012.46962
313.83333,1014.23814
314.00000,1012.98201
314.16667,1010.74899
314.33333,1011.14704
314.50000,1011.22040
314.66667,1010.98433
314.83333,1011.42194
315.00000,1011.55225
315.16667,1008.61371
315.33333,1009.38973
315.50000,1011.33998
315.66667,1011.44601
315.83333,1011.09463
316.00000,1011.69059
316.16667,1010.22400
316.33333,1010.53957
316.50000,1010.46500
316.66667,1011.48729
316.83333,1011.90420
317.00000,1010.96160
317.16667,1009.36950
317.33333,1009.28962
317.50000,1010.99638
317.66667,1011.00991
317.83333,1012.20972
318.00000,1011.15215
318.16667,1010.95787
318.33333,1010.97281
318.50000,1011.81611
318.66667,1011.14100
318.83333,1011.82830
319.00000,1009.52746
319.16667,1011.39403
319.33333,1011.48352
319.50000,1011.72271
319.66667,1012.79104
319.83333,1011.68363
320.00000,1008.59200
320.16667,1008.20351
320.33333,1009.56986
320.50000,1010.63152
320.66667,1010.86575
320.83333,1011.52806
321.00000,1012.13995
321.16667,1009.49402
321.33333,1010.93291
321.50000,1010.81750
321.66667,1013.87853
321.83333,1014.45548
322.00000,1011.93474
322.16667,1008.92406
322.33333,1009.90781
322.50000,1011.67950
322.66667,1012.33637
322.83333,1012.28010
323.00000,1012.44997
323.16667,1010.51338
323.33333,1008.42221
323.50000,1008.63212
323.66667,1010.09934
323.83333,1011.15597
324.00000,1012.01615
324.16667,1010.10921
324.33333,1009.40411
324.50000,1010.47268
324.66667,1011.53578
324.83333,1011.80437
325.00000,1011.58002
325.16667,1010.18496
325.33333,1008.66087
325.50000,1009.82383
325.66667,1009.87930
325.83333,1010.41914
326.00000,1010.83416
326.16667,1009.83872
326.33333,1009.74024
326.50000,1011.25268
326.66667,1010.55713
326.83333,1009.92053
327.00000,1008.27568
327.16667,1008.82644
327.33333,1009.68432
327.50000,1011.83804
327.66667,1013.13204
327.83333,1010.37580
328.00000,1011.54921
328.16667,1010.40039
328.33333,1009.49023
328.50000,1013.15938
328.66667,1010.84339
328.83333,1012.14039
329.00000,1011.09199
329.16667,1008.77460
329.33333,1008.49988
329.50000,1010.55789
329.66667,1012.44011
329.83333,1013.25381
330.00000,1011.70720
330.16667,1010.70659
330.33333,1008.31572
330.50000,1010.86470
330.66667,1012.59003
330.83333,1013.71854
331.00000,1012.68945
331.16667,1008.96323
331.33333,1009.64749
331.50000,1012.54968
331.66667,1011.50864
331.83333,1013.41165
332.00000,1011.17663
332.16667,1008.84928
332.33333,1008.79259
332.50000,1010.89031
332.66667,1010.96320
332.83333,1009.83435
333.00000,1008.34943
333.16667,1007.72357
333.33333,1008.91826
333.50000,1010.13153
333.66667,1013.58540
333.83333,1012.84143
334.00000,1011.40610
334.16667,1011.63020
334.33333,1010.04838
334.50000,1011.77586
334.66667,1012.37633
334.83333,1011.32759
335.00000,1009.95310
335.16667,1009.53017
335.33333,1009.33181
335.50000,1010.95404
335.66667,1012.49302
335.83333,1011.04631
336.00000,1009.89034
336.16667,1008.99628
336.33333,1009.84563
336.50000,1012.07972
336.66667,1012.06496
336.83333,1010.84568
337.00000,1010.54148
337.16667,1011.13837
337.33333,1010.76043
337.50000,1010.99531
337.66667,1012.47839
337.83333,1012.52253
338.00000,1011.54236
338.16667,1009.39813
338.33333,1011.33426
338.50000,1013.01533
338.66667,1012.36851
338.83333,1013.88585
339.00000,1011.31732
339.16667,1009.09622
339.33333,1010.42724
339.50000,1009.96043
339.66667,1009.42655
339.83333,1010.37161
340.00000,1009.82802
340.16667,1008.57766
340.33333,1009.32169
340.50000,1008.90274
340.66667,1009.51887
340.83333,1011.57335
341.00000,1008.11838
341.16667,1007.81860
341.33333,1008.90838
341.50000,1010.29536
341.66667,1010.64784
341.83333,1008.83881
342.00000,1008.42136
342.16667,1008.71039
342.33333,1009.87252
342.50000,1009.89767
342.66667,1010.64261
342.83333,1010.38535
343.00000,1008.64337
343.16667,1009.34689
343.33333,1008.58396
343.50000,1011.61930
343.66667,1010.50227
343.83333,1011.28523
344.00000,1010.74700
344.16667,1009.26406
344.33333,1008.04826
344.50000,1010.74547
344.66667,1011.26549
344.83333,1011.56716
345.00000,1010.67296
345.16667,1009.17415
345.33333,1011.42821
345.50000,1011.19973
345.66667,1010.99919
345.83333,1010.46899
346.00000,1008.32569
346.16667,1008.09821
346.33333,1009.22725
346.50000,1008.59734
346.66667,1010.28388
346.83333,1009.99045
347.00000,1010.04577
347.16667,1009.29850
347.33333,1012.16694
347.50000,1011.45260
347.66667,1011.83539
347.83333,1009.84705
348.00000,1009.72366
348.16667,1008.42343
348.33333,1009.97582
348.50000,1009.50203
348.66667,1011.52683
348.83333,1011.74925
349.00000,1010.96011
349.16667,1007.57402
349.33333,1008.46109
349.50000,1010.27504
349.66667,1010.78392
349.83333,1009.74983
350.00000,1008.20403
350.16667,1007.52132
350.33333,1008.82175
350.50000,1009.88120
350.66667,1012.57799
350.83333,1011.73917
351.00000,1009.91840
351.16667,1009.98458
351.33333,1009.37128
351.50000,1012.44007
351.66667,1013.18309
351.83333,1012.31129
352.00000,1010.21660
352.16667,1009.73736
352.33333,1009.09379
352.50000,1008.86310
352.66667,1011.57684
352.83333,1010.56613
353.00000,1008.93775
353.16667,1008.48043
353.33333,1008.81128
353.50000,1009.34573
353.66667,1011.67095
353.83333,1009.83293
354.00000,1009.20388
354.16667,1008.25636
354.33333,1009.06387
354.50000,1009.10173
354.66667,1010.01758
354.83333,1011.21932
355.00000,1010.52293
355.16667,1009.56704
355.33333,1008.43451
355.50000,1010.24901
355.66667,1011.58965
355.83333,1010.33746
356.00000,1009.88233
356.16667,1010.76162
356.33333,1009.63351
356.50000,1010.46631
356.66667,1010.64302
356.83333,1008.77926
357.00000,1010.11100
357.16667,1009.45053
357.33333,1010.21591
357.50000,1010.51062
357.66667,1010.66286
357.83333,1010.05128
358.00000,1009.12353
358.16667,1008.00959
358.33333,1008.29179
358.50000,1009.85596
358.66667,1010.63361
358.83333,1013.07963
359.00000,1010.95926
359.16667,1008.69486
359.33333,1009.54004
359.50000,1009.31853
359.66667,1011.09507
359.83333,1010.73287
360.00000,1010.86063
360.16667,1007.99678
360.33333,1010.12388
360.50000,1007.90646
360.66667,1007.73980
360.83333,1010.35808
361.00000,1010.59812
361.16667,1011.05325
361.33333,1010.03904
361.50000,1010.99070
361.66667,1010.99803
361.83333,1011.52552
362.00000,1010.56396
362.16667,1010.65518
362.33333,1011.30735
362.50000,1008.67239
362.66667,1009.71469
362.83333,1007.73032
363.00000,1008.56845
363.16667,1007.54945
363.33333,1008.37917
363.50000,1010.84981
363.66667,1011.13394
363.83333,1011.97187
364.00000,1012.83814
364.16667,1009.67327
364.33333,1009.13637
364.50000,1010.38296
364.66667,1012.07654
364.83333,1010.42367
365.00000,1009.45139
365.16667,1008.57365
365.33333,1009.64884
365.50000,1012.76196
365.66667,1012.90689
365.83333,1011.56017
366.00000,1010.19284
366.16667,1010.14489
366.33333,1009.86422
366.50000,1009.68736
366.66667,1012.33055
366.83333,1011.53232
367.00000,1010.14013
367.16667,1007.91701
367.33333,1010.14199
367.50000,1010.29109
367.66667,1012.38085
367.83333,1011.47398
368.00000,1010.51946
368.16667,1008.64822
368.33333,1008.31989
368.50000,1006.77753
368.66667,1009.47391
368.83333,1009.71910
369.00000,1009.32037
369.16667,1009.40654
369.33333,1009.76764
369.50000,1010.78571
369.66667,1011.06319
369.83333,1011.71068
370.00000,1009.24246
370.16667,1008.75702
370.33333,1007.75837
370.50000,1008.87084
370.66667,1012.13836
370.83333,1011.29805
371.00000,1008.53869
371.16667,1006.79653
371.33333,1007.57821
371.50000,1008.74648
371.66667,1009.83375
371.83333,1013.41767
372.00000,1011.91842
372.16667,1009.40839
372.33333,1010.31366
372.50000,1010.74946
372.66667,1011.33704
372.83333,1011.53430
373.00000,1009.60183
373.16667,1009.34309
373.33333,1009.64681
373.50000,1010.49804
373.66667,1012.03189
373.83333,1011.30768
374.00000,1009.85742
374.16667,1008.96616
374.33333,1009.21832
374.50000,1011.00433
374.66667,1011.78619
374.83333,1012.08746
375.00000,1009.41717
375.16667,1009.22416
375.33333,1008.58292
375.50000,1010.19280
375.66667,1009.43991
375.83333,1009.15823
376.00000,1009.13524
376.16667,1008.10055
376.33333,1008.88131
376.50000,1008.96866
376.66667,1009.78967
376.83333,1009.32970
377.00000,1009.04228
377.16667,1008.40901
377.33333,1010.39202
377.50000,1010.13336
377.66667,1011.46052
377.83333,1011.37244
378.00000,1010.07005
378.16667,1010.26402
378.33333,1008.25396
378.50000,1009.89699
378.66667,1009.57602
378.83333,1009.24605
379.00000,1008.81664
379.16667,1009.55340
379.33333,1010.81728
379.50000,1011.11660
379.66667,1012.06242
379.83333,1011.29927
380.00000,1011.59449
380.16667,1011.12977
380.33333,1009.57080
380.50000,1010.13627
380.66667,1010.25987
380.83333,1010.32408
381.00000,1010.33452
381.16667,1007.63851
381.33333,1010.06912
381.50000,1012.10142
381.66667,1014.90337
381.83333,1013.02449
382.00000,1011.14621
382.16667,1010.91794
382.33333,1010.60212
382.50000,1011.10376
382.66667,1010.64389
382.83333,1011.77409
383.00000,1009.23702
383.16667,1007.57116
383.33333,1009.77539
383.50000,1011.53190
383.66667,1012.63154
383.83333,1013.47473
384.00000,1011.28503
384.16667,1008.90439
384.33333,1011.44048
384.50000,1011.25409
384.66667,1010.98526
384.83333,1011.83090
385.00000,1010.06797
385.16667,1009.17050
385.33333,1010.10771
385.50000,1009.68087
385.66667,1009.75477
385.83333,1010.29681
386.00000,1010.16982
386.16667,1009.72124
386.33333,1010.99436
386.50000,1009.66987
386.66667,1011.61377
386.83333,1011.97678
387.00000,1011.67642
387.16667,1009.61632
387.33333,1009.43293
387.50000,1010.09344
387.66667,1010.79632
387.83333,1011.56393
388.00000,1009.68037
388.16667,1010.47341
388.33333,1008.89170
388.50000,1007.79707
388.66667,1008.57262
388.83333,1009.25335
389.00000,1009.13793
389.16667,1007.18044
389.33333,1009.57239
389.50000,1011.29037
389.66667,1013.32175
389.83333,1013.38505
390.00000,1010.57961
390.16667,1009.41795
390.33333,1009.05407
390.50000,1008.38647
390.66667,1009.84738
390.83333,1008.95641
391.00000,1009.25531
391.16667,1008.66299
391.33333,1009.87030
391.50000,1009.22246
391.66667,1010.44456
391.83333,1008.66819
392.00000,1010.18846
392.16667,1008.84541
392.33333,1006.85170
392.50000,1009.31494
392.66667,1010.66040
392.83333,1010.09151
393.00000,1011.19449
393.16667,1009.14185
393.33333,1009.62915
393.50000,1009.13377
393.66667,1010.49963
393.83333,1012.38800
394.00000,1010.55212
394.16667,1010.74905
394.33333,1009.68036
394.50000,1009.48781
394.66667,1010.03732
394.83333,1008.32717
395.00000,1008.75276
395.16667,1009.15546
395.33333,1010.10581
395.50000,1009.11739
395.66667,1010.98332
395.83333,1010.59135
396.00000,1010.13636
396.16667,1007.81046
396.33333,1010.08208
396.50000,1010.05621
396.66667,1010.75264
396.83333,1010.74153
397.00000,1010.88685
397.16667,1012.16594
397.33333,1010.29711
397.50000,1010.63639
397.66667,1010.86697
397.83333,1011.72589
398.00000,1011.32105
398.16667,1011.25339
398.33333,1010.01767
398.50000,1010.37617
398.66667,1012.34386
398.83333,1010.09444
399.00000,1009.43179
399.16667,1008.38006
399.33333,1010.09329
399.50000,1010.37709
399.66667,1012.27002
399.83333,1014.22974
400.00000,1012.27354
400.16667,1010.69042
400.33333,1008.80210
400.50000,1010.03684
400.66667,1012.55748
400.83333,1010.73345
401.00000,1009.24099
401.16667,1010.23888
401.33333,1010.41217
401.50000,1011.51931
401.66667,1010.90282
401.83333,1009.13248
402.00000,1008.85275
402.16667,1007.79558
402.33333,1008.70766
402.50000,1010.40138
402.66667,1009.68884
402.83333,1010.71176
403.00000,1009.62849
403.16667,1010.50907
403.33333,1011.15682
403.50000,1011.26502
403.66667,1010.45625
403.83333,1010.36218
404.00000,1010.37691
404.16667,1010.21540
404.33333,1009.07358
404.50000,1011.52605
404.66667,1012.48561
404.83333,1011.06021
405.00000,1008.73837
405.16667,1007.83821
405.33333,1010.42484
405.50000,1010.27991
405.66667,1010.70282
405.83333,1010.99864
406.00000,1010.42071
406.16667,1010.62803
406.33333,1010.24458
406.50000,1010.78230
406.66667,1011.81615
406.83333,1013.04517
407.00000,1009.94235
407.16667,1008.95503
407.33333,1010.30556
407.50000,1010.79183
407.66667,1011.96639
407.83333,1011.94498
408.00000,1010.29689
408.16667,1009.77808
408.33333,1011.30382
408.50000,1012.19193
408.66667,1011.60331
408.83333,1012.30760
409.00000,1011.12443
409.16667,1011.01368
409.33333,1009.49427
409.50000,1009.07313
409.66667,1010.58500
409.83333,1011.81619
410.00000,1011.60321
410.16667,1011.31369
410.33333,1011.03249
410.50000,1009.62705
410.66667,1011.65711
410.83333,1011.29233
411.00000,1010.36598
411.16667,1011.13085
411.33333,1010.57937
411.50000,1010.03839
411.66667,1011.87429
411.83333,1012.78271
412.00000,1011.72755
412.16667,1011.47613
412.33333,1010.20415
412.50000,1011.26900
412.66667,1011.26165
412.83333,1011.84051
413.00000,1012.38524
413.16667,1010.12618
413.33333,1010.38290
413.50000,1010.40110
413.66667,1011.00601
413.83333,1012.05513
414.00000,1012.70294
414.16667,1012.44290
414.33333,1009.96119
414.50000,1011.59808
414.66667,1011.49443
414.83333,1012.31027
415.00000,1011.42108
415.16667,1010.38088
415.33333,1008.79977
415.50000,1010.47241
415.66667,1011.96797
415.83333,1014.10047
416.00000,1012.15424
416.16667,1010.11920
416.33333,1010.10581
416.50000,1010.30261
416.66667,1011.76619
416.83333,1009.54720
417.00000,1009.63268
417.16667,1011.71326
417.33333,1010.25187
417.50000,1011.22613
417.66667,1010.44325
417.83333,1010.26452
418.00000,1010.43450
418.16667,1009.62484
418.33333,1010.78714
418.50000,1012.86674
418.66667,1014.40052
418.83333,1014.69783
419.00000,1014.34968
419.16667,1010.70226
419.33333,1008.26035
419.50000,1009.28995
419.66667,1008.21492
419.83333,1009.83323
420.00000,1009.91246
420.16667,1010.04115
420.33333,1008.88164
420.50000,1010.97924
420.66667,1012.67643
420.83333,1013.37234
421.00000,1012.20650
421.16667,1011.55788
421.33333,1010.98797
421.50000,1012.14529
421.66667,1011.94371
421.83333,1013.10104
422.00000,1012.03469
422.16667,1010.61258
422.33333,1008.80616
422.50000,1009.62048
422.66667,1012.67707
422.83333,1010.70481
423.00000,1008.44938
423.16667,1007.61082
423.33333,1010.68682
423.50000,1010.42927
423.66667,1012.86845
